VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
dF1n2Sa2eCE,6,14,588702,unverified,211,Slovene,Moški v obleki sprinta in se poškoduje.
SzEbtbNSg04,88,93,588702,unverified,35,Slovene,Moški z nožem naseklja česen.
9HTUcMjWB3g,122,128,968828,unverified,44,German,Eine Frau zerkleinert eine Karotte.
LuQ0KiMMhoI,49,64,675312,unverified,40,Russian,Мужчина работает в библиотеке.
4QYPZM01xFE,14,26,675312,unverified,44,Russian,Кто-то очищает луковицу.
ACOmKiJDkA4,47,54,713690,unverified,66,Estonian,Kööginoaga sibulalõikamine
Ixw6wmoC_xg,60,70,588702,unverified,50,Slovene,Skupina moških pretepe moškega na bergljah.
zHy7pM0U49w,110,116,588702,unverified,46,Slovene,Moški reže paradižnik z nožem.
KeSQ5Rv7eH8,73,79,588702,unverified,122,Slovene,Oblečena opica hodi po restavraciji.
1dfR0A_BXjw,545,560,588702,unverified,48,Slovene,Moški namaže maslo na kruh z nožem.
0piwbTivpDg,10,40,588702,unverified,78,Slovene,Fant si ureja pričesko.
puineN1UMto,25,29,588702,unverified,58,Slovene,Veverica pleše po zadnjih tacah.
mHv4iJ9Yr1g,10,16,588702,unverified,52,Slovene,Kužek grize mačko za uhelj ko ta je iz posode.
HVR7KpItLfA,62,70,588702,unverified,64,Slovene,Moški z gobo briše šolsko tablo.
W8_63NiTENw,23,30,588702,unverified,53,Slovene,Moški peče meso na žaru.
FavUpD_IjVY,22,26,588702,unverified,37,Slovene,Skupina krav hodi po travniku.
rOic25PnIx8,1,3,588702,unverified,58,Slovene,Na maketi vlak zbije avto na progi.
V4q5dQmpxIE,20,30,588702,unverified,35,Slovene,Fant igra na trobento.
6owu8Mow0_g,692,697,588702,unverified,84,Slovene,Moški ugrizne v kos pice.
TIubRrkku-4,1,10,588702,unverified,296,Slovene,Ženska vrtinči moškega v posebni napravi.
OVEe1DMsOq0,43,52,649387,unverified,70,Portuguese,Furões estão saindo de uma gaiola.
0ONJfp95yoE,1,10,588702,unverified,54,Slovene,Mačka se igra z anteno neke naprave.
r4qv_BNlQNk,119,124,588702,unverified,97,Slovene,Moški drži v roki drevesni list.
eiyuac7hA4A,4,47,588702,unverified,84,Slovene,Nekdo z nažem razreže korenje.
SaOqf2d-y30,22,27,588702,unverified,69,Slovene,Mačji mladič sedi v smučarskem čevlju.
Lyp7MiaCXNE,114,120,588702,unverified,45,Slovene,Moški kane kapljico tekočine v ponev z kapalko.
P6eo3LULuuc,1,11,588702,unverified,34,Slovene,Avto se pelje po cesti.
8z-XGiU1KN4,9,17,588702,unverified,33,Slovene,Skupina ljudi pleše na odru.
98Alrg4pFXs,148,153,588702,unverified,59,Slovene,Dva moška se pomerita v borilnih veščinah.
6owu8Mow0_g,384,389,588702,unverified,40,Slovene,Moški da pico v pečico.
WTf5EgVY5uU,218,236,588702,unverified,87,Slovene,Ženska speče jajčno omleto v ponvi.
9OxQ-2gR1DU,18,38,649387,unverified,181,Portuguese,Duas mulheres lutam usando espadas.
jLgmCY1fEE8,16,26,588702,unverified,76,Slovene,Moški na plaži povabi dve ženski da gresta z njim.
UXs3eq68ZjE,508,513,588702,unverified,55,Slovene,Moški posipa začimbe po riževem pudingu.
N6SglZopfmk,97,111,862064,unverified,44,Portuguese,Homem aplica espuma de barbear na cara com pincel
P4IjNV3lZkQ,136,144,588702,unverified,45,Slovene,Ženska vlije olje v ponev.
pmEKZ6yVewc,0,10,649387,unverified,35,Portuguese,Um bebê empurra uma cadeira.
FTh5zPk34bQ,16,30,588702,unverified,51,Slovene,Moškemu potiskajo žeblje v glavo.
Jj4uYHr65H8,28,35,588702,unverified,77,Slovene,Vremenar napoveduje vreme na televiziji.
ri5AyXzxb4o,201,215,649387,unverified,47,Portuguese,Um homem está disparando uma arma de fogo.
GEXqMH8I3_w,63,68,588702,unverified,90,Slovene,Dvonadstropen avtobus se zaleti v nadvoz.
TnPOZVHB3x0,45,55,588702,unverified,61,Slovene,Fant izvede skok in obrat na rolki.
JntMAcTlOF0,50,70,984905,unverified,95,Bulgarian,Група младежи гонят дете в парк.
bb6V0Grtub4,174,185,588702,unverified,125,Slovene,Moški igra na bobne.
BvHnDAsMtUA,0,13,588702,unverified,61,Slovene,Mačka se igra z miško na vrvici.
Sq7Vt6KC9Yg,17,35,588702,unverified,57,Slovene,Nekdo pripravi marinado v mešalniku.
WAa4-cctmDk,55,70,588702,unverified,37,Slovene,Ženska valja testo.
gHyXstpe_N8,116,125,588702,unverified,56,Slovene,Moški vzame kos pice iz škatle.
xdhLQCYQ-nQ,50,63,588702,unverified,49,Slovene,Mačka skoči v veliko kartonsko škatlo.
jcRCn7MeSbo,71,82,588702,unverified,66,Slovene,Človek oblečen v psa se pogovarja s fantkom.
QzulzuWr0Zw,20,45,588702,unverified,91,Slovene,Štiri punce se peljejo na splavu.
xxHx6s_DbUo,162,165,588702,unverified,36,Slovene,Moški teče po cesti.
xBW_uR3kGr4,42,55,588702,unverified,47,Slovene,Ženska meri drugi ženski obseg noge.
RX6NSOuCCAE,13,27,710083,unverified,95,Indonesian,Seorang pria sedang melempar pisau ke sasaran lempar.
gHyXstpe_N8,95,100,588702,unverified,42,Slovene,Moški odpre škatlo za pico.
WTf5EgVY5uU,15,19,588702,unverified,36,Slovene,Ženska z nožem nareže meso na koščke.
PqSZ89FqpiY,65,75,588702,unverified,133,Slovene,Nekdo prestavlja kuhan brokoli iz enega lonca v drugega.
WEJfT-oB4v4,20,35,588702,unverified,45,Slovene,Kužek se gleda v ogledalu.
Oq3FV_zdyy0,843,855,588702,unverified,95,Slovene,Punčka govori z znakovno govorico gluhih.
ACOmKiJDkA4,57,65,588702,unverified,34,Slovene,Ženska z nožem naseklja zelen list.
vulNlhUI6m0,7,27,588702,unverified,73,Slovene,Moški čisti drugega moškega v stranišču.
Rm-RnxN4oHA,215,225,649387,unverified,98,Portuguese,Um homem está dando tiros com uma arma.
FxIuFwMhOu8,18,26,649387,unverified,52,Portuguese,Um gato dando uma cambalhota.
m4D72WXFd8s,557,564,649387,unverified,52,Portuguese,Uma mulher tirando uma foto de um edifício.
jCplbayVbtw,10,20,588702,unverified,38,Slovene,Želva se sprehaja po vrtu.
EpMuCrbxE8A,107,115,588702,unverified,49,Slovene,Kitarist igra na električno kitaro.
CHFXTeQWXjo,206,212,588702,unverified,77,Slovene,Skupina moških napade moškega ki se brani.
0sUL0KCIc48,15,25,588702,unverified,42,Slovene,Pes teče po globokem snegu.
_xf24TYgbuY,14,20,588702,unverified,65,Slovene,Nekdo položi papirnate brisačke na krožnik.
UXs3eq68ZjE,280,285,588702,unverified,62,Slovene,Moški s kuhalnico pogleda če je riž kuhan.
bLqmf8x7rLI,2,8,588702,unverified,41,Slovene,Pes podoben pandi se sprehaja po ulici.
lexLAjh8fPA,27,31,588702,unverified,64,Slovene,Moškega operirajo na operacijski mizi.
FGjtmhI-Rmk,30,37,588702,unverified,38,Slovene,Moški igra na klavir.
YEmS8ZQIhTA,7,20,588702,unverified,39,Slovene,Košarkaš preigrava in vrže na koš.
TgFmoZj3NoM,10,18,588702,unverified,46,Slovene,Nekdo z nožem nareže čebulo na rezine.
D-K3ThvAqfo,151,158,588702,unverified,37,Slovene,Moški pleše v parku.
9LOJmQQktHA,10,18,588702,unverified,54,Slovene,Moški se ustraši ko prižge vžigalice.
rw9h_574HxE,251,254,588702,unverified,40,Slovene,Moški in ženska igrata družabno igro na mizi.
ao-9B8IV9_E,217,221,588702,unverified,71,Slovene,Punčko pes povleče da pade po pobočju travnika.
fnEvy64GuIE,137,146,588702,unverified,44,Slovene,Moški se pelje z avtomobilom.
ok4cM6WTA5E,178,184,588702,unverified,41,Slovene,Moški strese makarone v lonec.
gCra4qOrjFw,1,17,588702,unverified,98,Slovene,Vojak strelja z dvema velikima avtomatskima puškama.
IiIiY6o-C9k,59,64,588702,unverified,53,Slovene,Moški vzame majhno škatlo iz večje škatle.
sMscRb9TcQE,146,161,588702,unverified,71,Slovene,Policist vklene žensko.
onW5hJXnI5s,10,16,588702,unverified,57,Slovene,Jahalec na konju preskakuje ovire.
q8t7iSGAKik,57,74,588702,unverified,38,Slovene,Moški izvaja trike z nogometno žogo.
LwvyrDxM2G0,0,11,588702,unverified,41,Slovene,Moški drži v roki majhno opico.
4z3b4mnw5y4,56,60,362812,unverified,20,Macedonian,Видеото е блокирано
BVjvRpmHg0w,47,51,588702,unverified,123,Slovene,Nekdo poliva olje po mesu v posodi.
bxDlC7YV5is,0,12,649387,unverified,25,Portuguese,Um menino está tocando piano.
ItFqogTmAvQ,361,365,675312,unverified,31,Russian,Парень на мотоцикле подъезжает навстречу девушке.
FCjpuJaUec0,19,26,510157,unverified,66,Chinese,貓在馬桶上玩水
D9I1Z6O_mbw,141,146,588702,unverified,36,Slovene,Moški in ženska se sprehajata po gozdu.
Aa7yf9XtcJM,45,50,588702,unverified,42,Slovene,Dve ženski plešeta zunaj na cesti.
msCidKHOh74,392,399,914223,unverified,48,German,Ein Mann fährt auf einem Motorrad und hält plötzlich an als er etwas entdeckt.
gp8XjWSoP2k,0,10,588702,unverified,33,Slovene,Fant drži dihurja v roki.
aN0WsBcja_E,0,15,588702,unverified,54,Slovene,Maček se igra s perjem na vrvici.
77iDIp40m9E,159,181,588702,unverified,53,Slovene,Moški trenira opico karate.
7mKqoUiXIeY,7,15,588702,unverified,39,Slovene,Moški zajaha konja.
ctUQPVFfrJs,6,36,649387,unverified,53,Portuguese,Modelos desfilam em uma passarela.
4Tn5S48sCwg,110,118,588702,unverified,105,Slovene,"Ženska umiva dojenčka, ki ji leži na nogah."
mfJjIOfj6D8,3,10,588702,unverified,34,Slovene,Nosorog se pase na travniku.
s20OlIRK340,147,174,588702,unverified,91,Slovene,Ženska z nožem nareže krompir.
YUlG_PKzpvc,0,8,588702,unverified,54,Slovene,Velika skupina pingvinov hodi po ledu.
PHDmVhShE80,36,46,588702,unverified,66,Slovene,Ženska z nožem naseklja por.
3_51FhosiVY,93,101,649387,unverified,44,Portuguese,Homem deitado em uma cama fala ao telefone.
mCrRHP4LFmo,24,40,588702,unverified,50,Slovene,Nogometaši igrajo nogomet.
INDhUwDMg-4,220,227,588702,unverified,40,Slovene,Moški se pelje z motorjem po zadnjem kolesu.
ufFT2BWh3BQ,0,8,588702,unverified,33,Slovene,Dve pandi se igrata.
c76tShLfQb0,74,81,588702,unverified,44,Slovene,Moški prinese truplo na ramenih.
BOLKaQeB6j0,101,111,588702,unverified,72,Slovene,Ženska z rokami lupi kuhan krompir.
PeUHy0A1GF0,99,103,588702,unverified,35,Slovene,Ženska z nožem naseklja korenje.
r0E-0ntoNWo,20,30,588702,unverified,98,Slovene,Podgana je brokoli.
4JVpbYmqfcI,5,19,588702,unverified,73,Slovene,Moški odlaga karte na mizo.
g2IYQq7IkXc,124,132,588702,unverified,44,Slovene,Dva severna medveda se stepeta.
od0Da0Rn7U0,486,493,649387,unverified,33,Portuguese,Um grupo de pessoas joga basquete.
u_6tre9_99Q,13,25,588702,unverified,51,Slovene,Trop slonov se zbere ob ograji.
1N_Ic2pBM1o,2,23,588702,unverified,74,Slovene,Ženska poje in igra na kitaro.
kWLNZzuo3do,192,196,588702,unverified,44,Slovene,Ženska z nožem zarezuje v morsko hrano.
6GJ1DNOGDAM,223,233,588702,unverified,32,Slovene,Ženska si ureja pričesko.
DB-3-TVjrxU,58,75,808996,unverified,74,Portuguese,Dois homens travam um combate de boxe.
-8rBYNP0UKM,50,82,588702,unverified,151,Slovene,Kit plava po morju.
UbmZAe5u5FI,44,55,588702,unverified,181,Slovene,Ženska z nožem naseklja zelene liste.
0hyZ__3YhZc,598,603,588702,unverified,40,Slovene,Moški s pihanjem hladi hrano v žlici.
gHyXstpe_N8,140,150,588702,unverified,81,Slovene,Moški odstranjuje sir in salamo iz kosa pice.
UbmZAe5u5FI,36,40,588702,unverified,162,Slovene,Ženska ožema rezine kumare z rokami.
Zg0p5TXi_Cc,30,46,588702,unverified,113,Slovene,Ženska briše pokrov gospodinjskega aparata.
WPG-BIWOrG4,608,613,588702,unverified,47,Slovene,Moški vrže paradižnik na rezilo noža in ga preseka na pol.
fr9H1WLcF1A,256,261,588702,unverified,33,Slovene,Dva moška igrata namizni tenis.
Lr8ds5iY5uk,8,15,588702,unverified,41,Slovene,Moški govori na govorniškem odru.
FoL7aWvpvNs,199,204,588702,unverified,55,Slovene,Nekdo si čisti podplate z zobno ščetko.
IpHJffM3G1c,412,418,649387,unverified,47,Portuguese,Um homem corta um pedaço de pão.
nZSFn51l3hc,318,326,588702,unverified,52,Slovene,Moški z nožem odreže maščobo z velikega kosa mesa.
g8LUhxR-6Wg,0,8,588702,unverified,151,Slovene,Mravlje se hranijo s koškom hrane.
o4pL7FObqds,243,263,588702,unverified,53,Slovene,Motorist se vozi po cesti.
30GeJHYoerk,121,126,588702,unverified,46,Slovene,Moški po rokah skače po betonski ograji.
KPPCwmU5OHQ,56,62,588702,unverified,36,Slovene,Moški odpre pločevinko z rokami.
CTIKmoEigCI,3,30,588702,unverified,127,Slovene,Maček se dotika psa po glavi.
_WRC7HXBJpU,451,464,588702,unverified,48,Slovene,Moški daje zrezke v ponev.
3eqFFRSXwGE,84,96,283974,unverified,79,Portuguese,Dois cachorros estao brincando de se morder.
5MzJRgpclwQ,70,84,649387,unverified,23,Portuguese,Um homem e uma mulher dançam na chuva.
WTf5EgVY5uU,16,24,588702,unverified,77,Slovene,Ženska reže meso na koščke z nožem.
9Q0JfdP36kI,23,28,588702,unverified,38,Slovene,Ženska s škarjami reže kožo iz mesa.
TPhpsIK7pDc,25,32,588702,unverified,85,Slovene,Jež sedi in si oblizuje smrček.
-8y1Q0rA3n8,95,102,588702,unverified,50,Slovene,Moški v teku zapiči meč v tarčo.
2YhDTpzxd3c,223,232,588702,unverified,46,Slovene,Moški teče in prehiti tovornjak.
AX38yo7Wuws,81,91,588702,unverified,66,Slovene,Nekdo poskuša z škarjami prerezati cev.
v7iIZXtpIb8,5,15,588702,unverified,41,Slovene,Fantek igra na klavir.
mmSQTI6gMNQ,120,128,588702,unverified,42,Slovene,Moška opazujeta ženski izza grmovja.
ETUJipdnfOM,0,5,588702,unverified,33,Slovene,Moški igra na saksofon.
YmXCfQm0_CA,109,120,588702,unverified,59,Slovene,Moški pride do ustreljene srne na tleh.
WTf5EgVY5uU,54,58,588702,unverified,37,Slovene,Ženska z nožem nareže gobo.
6sYmDT5et00,301,339,510157,unverified,49,Chinese,將麵團用刀切成小塊並搓圓
8NFoN0K3bPg,20,28,675312,unverified,65,Russian,Девушка стреляет из автомата по мишени.
kuNQpRTc-hA,126,135,909988,unverified,82,German,Ein kleines Kind bekommt eine Impfung in den rechten Arm
hEOGZoYSvT4,82,86,588702,unverified,52,Slovene,Punčka pade iz klopi na tla.
jv-eV6jR3Qw,7,12,588702,unverified,36,Slovene,Moški skoči iz pečine v morje.
Sg5rTYrkpnU,35,48,588702,unverified,47,Slovene,Fant poriva kombi z rokami.
-AwoiGR6c8M,10,14,588702,unverified,26,Slovene,Fant igra na klavir.
f-24IxG9ijw,25,40,588702,unverified,43,Slovene,Motorist se vozi po obali.
NV6pq1W-I4g,7,16,588702,unverified,34,Slovene,Ženska kadi cigareto.
KUc1cWKXjDc,20,30,649387,unverified,106,Portuguese,Dois patinhos andam pela grama.
6Lzq1HN33lE,5,15,649387,unverified,31,Portuguese,Um homem está tocando flauta.
1sffYOXq4Iw,23,49,588702,unverified,84,Slovene,Nekdo z nožem nareže krompir.
YmXCfQm0_CA,7,16,588702,unverified,327,Slovene,Moški stoji na ladji in gleda na morje.
EVqc7e8JCco,5,15,588702,unverified,43,Slovene,Dve zebri se drgneta druga ob drugo.
ybVb3t560oY,0,9,588702,unverified,102,Slovene,Dva zajca se tepeta ko ju pride umirit petelin.
kzyFBlNRohs,82,88,588702,unverified,43,Slovene,Fant igra na kitaro.
-wa0umYJVGg,286,290,588702,unverified,39,Slovene,Ženska da testenine v vrelo vodo.
kWLNZzuo3do,38,47,588702,unverified,65,Slovene,Ženska z nožem nareže maso na rezine.
0vmoZEaN_-o,4,12,588702,unverified,39,Slovene,Mačka se igra z lubenico.
27mxaePkYB4,8,14,588702,unverified,57,Slovene,Žirafa se skloni k svojemu mladiču.
kWLNZzuo3do,38,42,588702,unverified,44,Slovene,Ženska z nožem nareže pasto.
fBA_lxUiwSg,2,4,649387,unverified,47,Portuguese,Um gato pulando de cima de uma mesa.
LyYJiKxHZz0,0,10,588702,unverified,62,Slovene,Ženski skupaj pritečeta na cilj.
62I8I4sCPPQ,12,30,649387,unverified,86,Portuguese,Um homem salta de uma pedra para dentro de um lago.
_pj2Nutu5v8,1,8,588702,unverified,83,Slovene,Majhen fantek posluša nekaj preko slušalk na glavi.
_O9kWD8nuRU,77,81,588702,unverified,30,Slovene,Ženska z nožem nareže gomolj.
wSwwS_0MKEc,68,78,588702,unverified,66,Slovene,Fantek oblečen v moškega pije pivo iz velikega kozarca.
Nd45qJn61Dw,0,10,588702,unverified,244,Slovene,Moški drži v rokah dva mladička neke živali.
KqKUXRHHkCc,101,105,588702,unverified,38,Slovene,Fantu prileti jajce v glavo.
yeg0EKdQonk,102,130,588702,unverified,72,Slovene,Moški je kup špagetov na krožniku.
DKgHYLDebx0,0,8,588702,unverified,81,Slovene,Gasilci perejo moškega v zaščitni obleki.
eyBmG9ZZnLM,84,92,588702,unverified,42,Slovene,Moški plava pod vodo.
htry5uxX0-Y,45,52,588702,unverified,39,Slovene,Ženska pospravlja posteljo.
labytsb3gfI,146,154,588702,unverified,85,Slovene,Rock skupina igra v videospotu.
yU5sxW9bErQ,0,17,588702,unverified,70,Slovene,Moški na konju prijaha mimo.
vDhEpqfhVI0,0,8,588702,unverified,80,Slovene,Panda leži in grizlja vejico.
WG0J2B19ZT8,1,33,588702,unverified,101,Slovene,Moški frizira žensko v stanovanju.
iarsmqA3dck,19,25,588702,unverified,204,Slovene,Gepard hitro teče po travniku.
tqxRDVKtkSY,30,45,588702,unverified,73,Slovene,Moški objame in poljublja žensko na odru.
Z-An1QQ66f0,13,25,588702,unverified,50,Slovene,Ženska se odpelje z motorjem.
POv7JaE3vJ8,40,50,588702,unverified,150,Slovene,Moški igra na harfo.
wFPmKChNrhU,3,11,588702,unverified,37,Slovene,Moški jaha na konju.
vRC9sBNt9vs,10,16,588702,unverified,36,Slovene,Moški drži v rokah žabo.
88DOMJ11q2M,84,87,588702,unverified,65,Slovene,Animirana ženska skoči s skakalnice v vodo.
bruzcOyIGeg,4,12,649387,unverified,41,Portuguese,Homem brinca com carro de controle remoto no escritório.
hq8dCkkhYsk,0,10,588702,unverified,87,Slovene,Fant se preko spletne kamere pogovarja s punco.
cnsjm3fNEec,4,10,588702,unverified,35,Slovene,Moški se baše s hrano.
326U8N2husw,26,28,649387,unverified,139,Portuguese,Um homem canta e toca violão em um palco.
5x_OGEdO6Z8,0,21,588702,unverified,1048,Slovene,Majhna punčka si češe lase.
Hu9Sq1RvuoA,19,62,588702,unverified,83,Slovene,Moški izvaja jogo v naravi.
yyxtyCaEVqk,321,328,588702,unverified,60,Slovene,Moški polije olje po korenju.
Q7H9mI9dtMY,20,34,588702,unverified,49,Slovene,Nekdo toči vodo v vrč.
9IrWyZ0KZuk,160,166,588702,unverified,61,Slovene,Moški igra električno kitaro na odru.
FXWdmIHXS_U,3,10,588702,unverified,35,Slovene,Moški igra na klaviature.
v_tGw5gwlEw,136,152,588702,unverified,81,Slovene,Lutka marioneta hodi po ženski ki leži.
XOAgUVVwKEA,8,20,592771,unverified,87,Serbian,Beba jede spagete u kolicima
AXL1oMdCFUM,45,59,588702,unverified,45,Slovene,Moški orje njivo z volovjo vprego.
UXs3eq68ZjE,313,318,588702,unverified,37,Slovene,Moški vlije mleko čez riž v loncu.
lFyPUgJCmtU,100,110,588702,unverified,48,Slovene,Moški skače s kolebnico.
G_hxdUG6QXE,23,28,588702,unverified,34,Slovene,Moški poje in igra na kitaro.
jjl2ZMdFCsw,17,35,588702,unverified,73,Slovene,Dva moška prikazujeta borilne veščine na travniku.
Je3V7U5Ctj4,634,639,588702,unverified,45,Slovene,Moški prepogne tortiljo v ponvi.
qypmR4O1Gwk,0,10,588702,unverified,65,Slovene,"Gazela napade opico, ki ji je vzela mladička."
Jag7oTemldY,12,25,588702,unverified,45,Slovene,Moški se dere v kamero.
u9prcUCHlqM,503,511,588702,unverified,80,Slovene,Fotograf fotografira žensko.
clpgffj3sUw,1,12,649387,unverified,69,Portuguese,Uma pessoa coça um filhote de castor.
z1PEyzk4ADU,8,18,588702,unverified,29,Slovene,Moški igra na flavto.
za-9mBZyNfQ,330,336,588702,unverified,39,Slovene,Dva moška plešeta v dnevni sobi.
emblM4a76jg,5,15,588702,unverified,40,Slovene,Fant igra na klavir.
0hyZ__3YhZc,562,568,588702,unverified,41,Slovene,Nekdo z žlico meša enolončnico v skledi.
2L4oELbX8Ms,1,12,588702,unverified,92,Slovene,Ženska govori z znakovno govorico gluhih.
WTf5EgVY5uU,104,108,588702,unverified,49,Slovene,Ženska vmeša dva surova jajca v posodici.
klFyrnrUSck,79,85,588702,unverified,33,Slovene,Ženska panira zrezek.
aK8liAv-28s,72,82,588702,unverified,51,Slovene,Ljudje premikajo veliko lutko zmaja.
LF51fban_x4,300,325,588702,unverified,69,Slovene,Moški postilja posteljo.
0RWJEOScToE,414,421,588702,unverified,49,Slovene,Moški opere zrezek v lijaku pod tekočo vodo.
ruNrdmjcNTc,0,5,588702,unverified,36,Slovene,Zastava plapola v vetru.
PeUHy0A1GF0,28,32,588702,unverified,41,Slovene,Ženska premeša sestavine v majhni posodi.
Jfu-WkuCgD0,140,150,588702,unverified,55,Slovene,Moški vrti v rokah žemljo.
K1ZM0LSLVw8,481,487,588702,unverified,48,Slovene,Moški očisti kumaro in jo prereže z nožem.
9Q0JfdP36kI,167,170,588702,unverified,54,Slovene,Ženska daje nabodala na žar.
ecVwxlXc1PQ,0,12,588702,unverified,52,Slovene,Dvigovalec uteži dvigne utež.
s20OlIRK340,125,138,588702,unverified,46,Slovene,Ženska lupi kuhan krompir.
Okg8QYhdtvU,48,53,713690,unverified,28,Estonian,Mees teritab nuga
UbmZAe5u5FI,111,115,588702,unverified,32,Slovene,Ženska obrne ribo na žaru.
-_hbPLsZvvo,49,55,588702,unverified,34,Slovene,Ženska z nožem naseklja korenje.
rw9h_574HxE,127,133,588702,unverified,37,Slovene,Moški in ženska se sprehajata objeta.
lsanQj2yacs,80,85,588702,unverified,55,Slovene,Punčka skoči na avto.
kWLNZzuo3do,206,213,588702,unverified,88,Slovene,Ženska vsuje moko v posodo z vodo in jo premeša.
ACK7SekJWts,140,150,588702,unverified,58,Slovene,Moški namesti dušilec na pištolo.
9WpJxn-2h1o,122,150,588702,unverified,74,Slovene,Moški bere časopis.
0hyZ__3YhZc,632,637,588702,unverified,55,Slovene,Moški z žlico zajame in poje enolončnico.
5MzJRgpclwQ,48,55,283974,unverified,271,Portuguese,Homem radiante danca e rodopia na chuva!
JsmHZlUgf1w,0,21,588702,unverified,55,Slovene,Pes se igra s plastičnim lončkom.
Td29-SApubM,48,57,588702,unverified,46,Slovene,Pasji mladič se gleda v ogledalu.
OKBLPpAPp9c,2,17,588702,unverified,60,Slovene,Nekdo s svinčnikom riše po koščku rdečega papirja.
zSPBC8EO6dY,132,140,588702,unverified,116,Slovene,Moški zalije drugega moškega s cevjo za zalivanje.
9BScZRpF7SI,31,36,588702,unverified,115,Slovene,Moški skoči in naredi salto preko mize.
SzEbtbNSg04,70,85,588702,unverified,111,Slovene,Moški z nožem stiska česen.
-Cv5LsqKUXc,17,25,713690,unverified,48,Estonian,Keegi puhastab maasikat noaga
DIToA1dDwGQ,32,42,588702,unverified,62,Slovene,Ženska prijaha v vas na slonu.
Je3V7U5Ctj4,569,576,588702,unverified,46,Slovene,Moški posipa nariban sir po tortilji.
SRzoLVNgHoI,56,66,588702,unverified,52,Slovene,Tri ženske plešejo v naravi.
PeUHy0A1GF0,122,127,588702,unverified,40,Slovene,Ženska z nožem nareže morske sadeže.
drsPD5fI1IA,170,180,588702,unverified,45,Slovene,Bradat moški govori v kamero.
eKtsMfmQ_0s,61,68,588702,unverified,37,Slovene,Moški meša maso v posodi.
WZTGqvbqOFE,28,34,588702,unverified,39,Slovene,Fant se pelje s kolesom po zadnjem kolesu.
omIPdpxg--4,39,46,588702,unverified,68,Slovene,Novinarka pade na peščen grad.
I9gLTZY1ouc,142,147,862064,unverified,33,Portuguese,Homem apanha lixo na floresta.
mJ9eRvxjLc4,0,16,588702,unverified,46,Slovene,Pes liže dojenčka ki ga pobruha.
me1D1WZ0yNM,120,124,588702,unverified,66,Slovene,Nekdo z vrtalnikom zvrta luknjo skozi desko.
Y4gaJn0wlDE,0,10,588702,unverified,39,Slovene,Zajček si na tleh liže tačko.
u9E9HpuJQ7U,29,43,588702,unverified,98,Slovene,Nekdo preloži zelenjavo v stolpič.
3zrVqwV29V8,69,76,588702,unverified,162,Slovene,Fant je kosilo za mizo.
K2LxyytY3Dw,104,112,588702,unverified,42,Slovene,Dva moška se tepeta na travniku.
7bcV-TL9mho,0,7,588702,unverified,40,Slovene,Pasji mladiči si ogledujejo mačko.
6owu8Mow0_g,275,280,588702,unverified,66,Slovene,Moški da paradižnikovo omako na testo za pico.
mbesJaS6vwg,187,195,649387,unverified,58,Portuguese,Ovos sendo fritos em uma frigideira.
9LSuyLyuUiM,3,6,588702,unverified,33,Slovene,Fant si sname sončna očala.
q-a6NEotUX8,5,10,588702,unverified,31,Slovene,Nogometaši dosežejo gol.
e40bBP0_AbE,64,67,588702,unverified,50,Slovene,Moški srfa na umetnem valu.
5JLi7L1Kwp8,23,30,588702,unverified,70,Slovene,Maček spi na tleh in se nato zbudi.
lB1UPJ4leqs,1,6,588702,unverified,36,Slovene,Punčka se zbudi v postelji.
AGRFy5hDQiY,31,38,588702,unverified,45,Slovene,Moški pleše ob drogu in pade.
FWzsXeXCwuc,111,116,588702,unverified,41,Slovene,Moški fotografira mravljo od blizu.
Hd-NeIhbYGc,43,48,588702,unverified,33,Slovene,Ženska jaha na konju.
suj4VNfZz5E,33,50,588702,unverified,88,Slovene,Nekdo z nožem razreže korenje na koščke.
f_CvW22Eauc,16,23,588702,unverified,46,Slovene,Moški koraka po dvorani.
D9I1Z6O_mbw,112,119,588702,unverified,54,Slovene,Moški in ženska se peljeta na kolesu.
owiXDr1xQ8Y,66,75,588702,unverified,45,Slovene,Moški igra na akustično kitaro.
nULE40HEWpA,5,11,588702,unverified,150,Slovene,Mlad mucek ugrizne v prst na roki.
Je3V7U5Ctj4,997,1004,588702,unverified,44,Slovene,Moški prelije pečeno meso z omako.
iTA0rWPE4nY,17,23,588702,unverified,109,Slovene,Moški si obriše roke v brisačo.
5PpPOGU_0aA,65,75,588702,unverified,59,Slovene,Moški in ženska sedita v templju v naravi.
HkuOqWzXYVg,0,12,588702,unverified,89,Slovene,Vidra se igra pred stekleno steno.
hGmsx2P1qHw,36,44,588702,unverified,136,Slovene,Ženska stoji pod slapom.
_9iG5Ge01PM,3,11,588702,unverified,87,Slovene,Mačji mladič zaspi v sede.
wON-YuA1GjA,3,63,713690,unverified,45,Estonian,Naine viilutab osavalt kurki
1pw5ZdRhiig,50,59,588702,unverified,63,Slovene,Moški igra na veliko leseno flavto.
TsagxA4DKuc,28,41,649387,unverified,63,Portuguese,Homem varrendo o chão de um aposento.
X4yzrIc072w,4,20,588702,unverified,58,Slovene,"En moški igra na kitaro, drugi poje."
PeUHy0A1GF0,74,77,588702,unverified,44,Slovene,Ženska z nožem prereže liste zelja.
DJWmm_Q9WvY,1,25,649387,unverified,113,Portuguese,Uma vaca está comendo grama.
